text	label
୧୨ଟି ଦଳଙ୍କୁ ନେଇ ଏହି ବାର୍ଷିକ ଟୁଣ୍ର୍ଣାମେଣ୍ଟର ଅାୟୋଜନ ଅଧିକାର ଏହା ପାଇଛି ବୋଲି ଶୁକ୍ରବାର ଦକ୍ଷିଣ ଅାଫ୍ରିକା କ୍ରିକେଟ ବୋର୍ଡ ଦାବି କରିଥିଲା	-1
ଦୀର୍ଘ ୧୬ଦିନ ରଖିଲା ପରେ ଗତକାଲି ରାତିରେ ସାଲିମି ଫାଣ୍ଡିରୁ ପ୍ରାୟ ଏକ କିମି ଦୂର ଜଙ୍ଗଲ ନିକଟସ୍ଥ ସାଲିମରୁ ମହୁପଦର ସଡ଼କ ଉପରେ ତାଙ୍କୁ ହତ୍ୟା କରି ଫିଙ୍ଗି ଦେଇଥିଲେ	-1
ଏ ସମ୍ପର୍କରେ ମୋହନା ଥାନାରେ ଏକ ଅପମୃତୁ୍ୟ ମାମଲା ରୁଜୁ କରାଯାଇ ଶବ ବ୍ୟବଚେ୍ଛଦ ପାଇଁ ବ୍ରହ୍ମପୁର ପଠାଯାଇଛି	0
ଏ ସମ୍ପର୍କରେ କାହ୍ନୁଙ୍କ ମା ଚମ୍ପା ଦାସ ବାଲିଅନ୍ତା ଥାନାରେ ୧୨ ତାରିଖରେ ଅଭିଯୋଗ କରିବା ପରେ ପୁଲିସ ଅାଇପିସି ୩୦୭ ଦଫାରେ ଏକ ମାମଲା କେସ୍‍ ନଂ ୮୧୦୩ ରୁଜୁ କରିବା ସହ ଅହଲ୍ୟାଙ୍କୁ ଗିରଫ କରିଥିଲା	-1
ସେ କହିଛନ୍ତି ଯେ ଦେଶର ସୀମାନ୍ତକୁ ବାଂଲାଦେଶରେ ଏହି ବାର୍ଡ଼ ଫ୍ଲୁ ରୋଗ ଥିବାରୁ ଏହାରୁ ଏହା ଭାରତକୁ ବ୍ୟାପିବାର ସମ୍ଭାବନା ରହିଛି	-1
ସେ ବାରମ୍ବାର ବିଜେପିକୁ ତାର ହିନ୍ଦୁତ୍ୱ ବିଚାରଧାରାରେ ଅଡି ରହିବାକୁ ପରାମର୍ଶ ଦେଇଅାସିଛନ୍ତି	1
ଦୁଇ ଓପନର ମାଇକ ହସି ୨୬ ଓ ମୁରଲୀ ବିଜୟ ୩୧ ୭୨ ଓଭରରେ ୬୧ ରନ କରି ବଡ ସେ୍କାର ପାଇଁ ମୁଳଦୂଅା ପକାଇଥିଲେ	1
ପଣ୍ଟିଂଙ୍କୁ ଯେେତବେେଳ ୨୬ ବର୍ଷ ହୋଇଥିଲା ଏବଂ ଷ୍ଟିଭ ୱ ଅଧିନାୟକ ଥିଲେ ସେେତବେେଳ ଅଷେ୍ଟ୍ରଲିଅା ଗ୍ରୀଷ୍ମ ଋତୁରେ ଘରୋଇ ସିରିଜ୍‍ ଖେଳି ଅପରାଜେୟ ରହିଥିଲା	1
ତେେବ ୬ଷ୍ଠ ୱିକେଟ ପାଇଁ କାତ୍ର୍ତିକ ଓ ଧୋନି ୨୧୧ ରନ୍‍ ଯୋଡ଼ିବାରୁ ଭାରତ ୩ ଶହ ରନ୍‍ ପାର କରିଥିଲା	1
ମାତ୍ର ୮ଟି କାର୍ଯ୍ୟ ଦିବସ ରହୁଥିବା ଏହି ଅଧିବେଶନ ୧୭ ତାରିଖ ପର୍ଯ୍ୟନ୍ତ ଚାଲିବ	0
କଟକ ତା୨୦ା୨ ନିପ୍ର ଲାଲବାଗ ଥାନା ଅନ୍ତର୍ଗତ ହାଇକୋର୍ଟଛକ ବୁଢୀଠାକୁରାଣୀ ଗଳିରେ ଗତ ରବିବାର ରାତିରେ ଘଟିଥିବା ଗୁଳିକାଣ୍ଡ ଘଟଣାରେ ପୁଲିସ ଦୁଇଜଣ ଅଭିଯୁକ୍ତଙ୍କୁ ଗିରଫ କରିଛି	-1
ଅଭିଯୋଗକୁ ଭିତ୍ତିକରି ଇନ୍ସପେକ୍ଟର ସହକାରୀ ଶ୍ରମ କାର୍ଯ୍ୟାଳୟରେ ପହଞ୍ଚି ସେ ଲାଞ୍ଚ ଗ୍ରହଣ କରୁଥିବାବେେଳ ଧରି ତାଙ୍କ ନିକଟରୁ ୩ ହଜାର ଟଙ୍କା ଜବତ କରିଥିଲେ	-1
ମହିଳା କ୍ରିକେଟ ଇଂଲଣ୍ଡ ବିଜୟୀ	1
ପାକିସ୍ତାନ ବିରୋଧରେ ଇଂଲଣ୍ଡ ୫୨ରେ ବିଜୟୀ	1
ଯେଉଁ କ୍ରିକେଟ ବୋର୍ଡ ଏହାର ଅାୟୋଜନ ଲାଗି ସମ୍ମତି ଜଣାଇବେ ସେଠାକାର ଷ୍ଟାଡିୟମ୍‍ ପିଚ୍‍ ଏବଂ ପାଗ ପ୍ରଭୃତିକୁ ଅାମେ ପରୀକ୍ଷା କରିବୁ	0
ବାକି ୨ଟି ମ୍ୟାଚ୍‍ରୁ ଅାଉ ମାତ୍ର ଗୋଟିଏ ଡ୍ର ରଖିପାରିଲେ ଇଂଲଣ୍ଡ ଏହି ପୁଲ୍‍ରୁ ସେମିଫାଇନାଲ ଖେଳିବାକୁ ଯୋଗ୍ୟତା ଅର୍ଜନ କରିବ	1
ତାଙ୍କ ନାମରେ ହୋଇଥିବା ଦୁଇଟି ଅଭିଯୋଗ ମଧ୍ୟରୁ ଶିକ୍ଷାଗତ ଯୋଗ୍ୟତା ସଂପର୍କୀତ ଅଭିଯୋଗର ତଦନ୍ତ କରି ଅଭିଯୋଗର ସତ୍ୟତା ନଥିବା ଖୋଦ୍ର୍ଧା ଉପ ଜିଲାପାଳ ରିପୋର୍ଟ ପ୍ରଦାନ କରିଥିଲେ	0
କ୍ରମାଗତ ୫ଟି ଟୁଣ୍ର୍ଣାମେଣ୍ଟର ଫାଇନାଲରେ ଶ୍ରୀଲଙ୍କାକୁ ଭାରତ ପରାସ୍ତ କରିଥିବା ବେେଳ ଏଥର ଏକ ବ୍ୟତିକ୍ରମ ଘଟାଇବାକୁ ସ୍ୱତନ୍ତ୍ର ରଣନୀତି ଅବଲମ୍ବନ କରାଯିବ ବୋଲି ସାଙ୍ଗାକାରା ସୂଚନା ଦେଇଛନ୍ତି	0
ଗତ ମଙ୍ଗଳବାର ହାଇକୋର୍ଟରେ ବିଧାୟକ ଶ୍ରୀ ରାଉତଙ୍କ ପକ୍ଷରୁ ଦିବାକର ସାହୁ ସାକ୍ଷ୍ୟ ପ୍ରଦାନ କରିଥିଲେ	0
ଏହି ବିଜୟ ସତେ୍ତ୍ୱ ପୁଣେ ୧୫ଟି ମ୍ୟାଚରୁ ୩ଟି ବିଜୟ ସହ ମାତ୍ର ୬ ପଏଣ୍ଟ ପାଇ ସର୍ବନିମ୍ନ ସ୍ଥାନ ଅଧିକାର କରିଥିବାବେେଳ କଲକାତା ନବମ ପରାଜୟ ସହ ୧୨ ପଏଣ୍ଟ ପାଇ ସପ୍ତମ ସ୍ଥାନରେ ରହିଛି	0
ଶ୍ରୀଲଙ୍କାର ଏହି ବାମହାତି ସିମରଙ୍କ ବୋଲିଂରେ ମୁରଲୀ ବିଜୟ ୩ ମାଥୁ୍ୟ ହେେଡନ୍‍ ୨ଟି ଛକା ସହ ୧୭ ଓ ଗତବର୍ଷର ସଫଳତମ ବ୍ୟାଟ୍‍ସମ୍ୟାନ୍‍ ସୁରେଶ ୈରନା ୬ ରନ୍‍ କରି ବିଦାୟ ନେଇଥିଲେ	1
ଓପନର ମୁରଲୀ ବିଜୟଙ୍କ ଲଢୁଅା ଶତକ ଏବଂ ଅଜିଙ୍କ୍ୟ ରାହାଣେଙ୍କ ଅପରାଜିତ ଅଦ୍ର୍ଧଶତକ ବଳରେ ପ୍ରଥମ ଦିନ ଖେଳ ଶେଷ ସୁଦ୍ଧା ଭାରତ ପ୍ରଥମ ଇନିଂସରେ ୪ ୱିକେଟ ବିନିମୟରେ ୩୧୧ ରନ କରିଛି	1
ବୋମାମାଡ ପରେ ଜେଲର ସୁରକ୍ଷା ବ୍ୟବସ୍ଥାକୁ ବଢାଇ ଦିଅାଯାଇଥିବା ଜେଲ ଅଧୀକ୍ଷକ କୁମୁଦବନ୍ଧୁ ନାୟକ ସୂଚନା ଦେଇଛନ୍ତି	0
କ୍ଲାର୍କ ୫୧ ଓ ଖାୱାଜା ୫୪ ରନ୍‍କରି ଅାଉଟ ହେବା ସହ ପୁଣି ବିପର୍ଯ୍ୟୟ ଅାରମ୍ଭ ହୋଇଥିଲା	0
ଏହାର ମୂଲ୍ୟାଙ୍କନ ଚାଲିଛି	0
୧୩୭ ରନ୍‍ର ପିଛାକରି ବିହାର ୱାରିଅର୍ସ ୨୮ ରନ୍‍ରେ ୬ଟି ୱିକେଟ ହରାଇ ପରାଜୟ ଦ୍ୱାରରେ ଥିଲା	-1
ଭିଜିଲାନ୍ସ ଜାଲରେ ଅର୍ବାନ ବ୍ୟାଙ୍କ ମ୍ୟାନେଜର	-1
କଟକର ବିଡାନାସୀ ପଡ଼ିଅାରେ ଅନୁଷ୍ଠିତ ରୋମାଞ୍ଚକର ଫାଇନାଲ ମୁକାବିଲାରେ ଇଷ୍ଟକୋଷ୍ଟ ରେଳବାଇ କଟକ ସେ୍ପାର୍ଟସ ହଷେ୍ଟଲକୁ ୧୦ ଗୋଲରେ ପରାଜିତ କରିଥିଲା	1
ଏପରି କହିବା ସହ ରୋହିତ ସ୍ୱୀକାର କରିଛନ୍ତି ଯେ ଇଂଲଣ୍ଡରେ ଚମ୍ପିଅାନ୍‍ସ ଟ୍ରଫି ସମୟରେ ତାଙ୍କୁ ଇନିଂସ ଓପନ୍‍ କରିବାକୁ କୁହାଯିବା ତାଙ୍କ ପାଇଁ ଅାକସ୍ମିକ ଥିଲା ଏବଂ ଏହା ସେ ଅାଶା କରୁନଥିଲେ	1
ମାଓବାଦୀ ଅାକ୍ରମଣ ବେେଳ ଅତ୍ୟନ୍ତ ସାହସ ଓ ବୀରତ୍ୱର ସହିତ ଲଢି ସହିଦ ହୋଇଥିବା ଯବାନଙ୍କୁ ପ୍ରଶଂସା କରିବା ପରିବତେ୍ର୍ତ ସମାଲୋଚନା କରାଯିବା ଘଟଣାକୁ ଚକ୍ରବତ୍ର୍ତୀ କଠୋର ନିନ୍ଦା କରିଛନ୍ତି	-1
ବେ୍ରଣ୍ଡନ୍‍ ଟେଲର ୨ ରନ୍‍ରେ ଅାଉଟ ହେବା ପରେ ସିବାନ୍ଦା ଓ ୱିଲିୟମ୍‍ସ ଅବିଭାଜିତ ୧୦୯ ରନ୍‍ର ଭାଗିଦାରୀ କରି ଦଳକୁ ଜିତାଇଥିଲେ	1
ଏହାପରେ ପଲ୍‍ ହାରିସ୍‍ଙ୍କୁ ୪ ରନ୍‍ରେ ଈଶାନ୍ତ ଅାଉଟ କରି ଦେଇଥିଲେ	0
ମାଓବାଦୀଙ୍କ ନରସଂହାର	-1
ମାତ୍ର ଏନେଇ ପଡୋଶୀ ଭାରତ ପକ୍ଷରୁ ଯେଭଳି ପ୍ରତିକ୍ରିୟା ଓ ବୟାନ ଅାସୁଛି ତାହା ବାସ୍ତବିକ ଉତ୍ସାହପ୍ରଦ ନୁହେଁ ବୋଲି ଗିଲାନି କହିଛନ୍ତି	0
ଲର୍ଡସ ଟେଷ୍ଟର ୨ୟ ଇନିଂସରେ ବିଶ୍ୱରେକର୍ଡ ୫୮୩ ରନ୍‍ର ପିଛା କରୁଥିବା ଅଷେ୍ଟ୍ରଲିଅା ରବିବାର ୪ର୍ଥ ଦିନରେ ୨୩୫ ରନ୍‍ରେ ଅଲ୍‍ଅାଉଟ ହୋଇଯାଇଛି	-1
ପରବତ୍ର୍ତୀ ବ୍ୟାଟ୍‍ସମ୍ୟାନ୍‍ ମହେନ୍ଦ୍ର ସିଂହ ଧୋନି ୨୬ ବିରାଟ କୋହଲି ୩୧ ୟୁସୁଫ ପଠାନ୍‍ ୧୮ ରବୀନ୍ଦ୍ର ଜାଡେଜା ୨୨ ୱିକେଟରେ ଜମିଥିଲେ ହେଁ ବଡ଼ ସେ୍କାର କରି ପାରିନଥିଲେ	0
ଭୁବନେଶ୍ୱରର ମୋଟ ରାସ୍ତା ୬୨୨ କିମି ହୋଇଥିବାବେେଳ ପ୍ରମୁଖ ୭୨ କିମି ରାସ୍ତା ଉପରେ ଏଥିରୁ ୮୦ ଭାଗ ଗାଡ଼ି ଚାଲୁଛି	0
୫ଦିନ ପଯ୍ର୍ୟନ୍ତ ଅାୟୋଜିତ ଏହି ସମାରୋହର ପ୍ରତେ୍ୟକ ଦିନ ସନ୍ଧ୍ୟାରେ ଜିଲାର ଅାଞ୍ଚଳିକ ବ୍ଲକ ଓ ପୌରପାଳିକା ଅଞ୍ଚଳର କଳାକାର ଓ ଦ୍ୱିତୀୟ ଦିବସରେ ସମ୍ବଲପୁରର ରଙ୍ଗଫରୁଅାତୃତୀୟ ଦିବସରେ କଳାହାଣ୍ଡିର ଘୁମୁରାଚତୁର୍ଥ ଦିବସରେ ପୁରୀର ଗୋଟିପୁଅ ଏବଂ ପଞ୍ଚମ ଦିବସରେ ଗୋଟିପୁଅ ଏବଂ ପି୍ରନ୍ସ ଡ୍ୟାନ୍ସ ଗୁ୍ରପ୍ ଦ୍ୱାରା ସାଂସ୍କୃତିକ କା	0
ଭାରତ ପକ୍ଷରୁ ଝୁଲଣ ଗୋସ୍ୱାମୀ ଓ ଗୋହର ସୁଲତାନ ୩ଟି ଲେଖାଏଁ ୱିକେଟ ଅକ୍ତିଅାର କରିଥିବାବେେଳ ରୁମେଲି ଧାର ୨ଟି ଓ ଅମିତା ଶର୍ମା ଗୋଟିଏ ୱିକେଟ ଅକ୍ତିଅାର କରିଥିଲେ	0
ବିଭିନ୍ନ ନକ୍ସଲ ଅାକ୍ରମଣ ଘଟଣାରେ ନୟାଗଡ ଓ କଟକ ଜିଲାରେ ଦାଏର କରାଯାଇଥିବା ମାମଲାକୁ ନେଇ କ୍ରାଇମବ୍ରାଞ୍ଚ ଅଧିକାରୀମାନେ କୋବାଡଙ୍କୁ ତିହାର ଜେଲ ପରିସରରେ ଜେରା କରିବେ ବୋଲି ଜଣାପଡିଛି	0
ଅର୍ଜୁନ ପରୁସ୍କାର ପାଇଁ ବକ୍ସର ଜିତେନ୍ଦ୍ର କୁମାର ଉଷା ଓ ଲେଖାଙ୍କ ନାମ ସୁପାରିସ	1
ପ୍ରଥମ ମ୍ୟାଚରେ ଧୂଅାଁଧାର ବ୍ୟାଟିଂ କରି ଦଳକୁ ବିଜୟୀ କରାଇଥିବା ଅଲରାଉଣ୍ଡର ସହିଦ ଅାଫ୍ରିଦି ଏଥର କେବଳ ୫ ରନ କରିଥିବାବେେଳ ସୁନିଲ ନାରାୟଣଙ୍କ ବଲରେ ଷ୍ଟମ୍ପଅାଉଟ ହୋଇଥିଲେ	-1
ଧୋନିବାହିନୀକୁ ସଚିନଙ୍କ ସମର୍ଥନ	1
ତେେବ ବିବାହ ତାରିଖ ଧାର୍ଯ୍ୟ ହୋଇନାହିଁ	0
ସ୍ୱାନ୍‍ ୩ଟି ଓ ଅାଜ୍‍ମଲ ସେହ୍‍ଜାଦ୍‍ ୨ଟି ୱିକେଟ ପାଇଥିଲେ	0
ତାକୁ ଗିରଫ ପାଇଁ ପୁଲିସ ବିଭିନ୍ନ ଅଞ୍ଚଳରେ ଚଢ଼ଉ ଜାରି ରଖିଥିବା ଡିସିପି ଅମିତେନ୍ଦ୍ରନାଥ ସିହ୍ନା ଏଠାରେ ଅାୟୋଜିତ ସାମ୍ବାଦିକ ସମ୍ମିଳନୀରେ ସୂଚନା ଦେଇଛନ୍ତି	-1
ଶ୍ରୀଲଙ୍କା ପକ୍ଷରୁ ଲାକ୍‍ମଲ ଓ ଜୀବନ ମେଣ୍ଡିସ ୨ଟି ଲେଖାଏଁ ୱିକେଟ ଅକ୍ତିଅାର କରିଥିଲେ	0
ଅାଜି ରାଜ୍ୟ ମୁଖ୍ୟ ନିର୍ବାଚନ ଅଧିକାରୀ ଅଳକା ପଣ୍ଡା ତଥ୍ୟ ଲୁଚାଇଥିବା ବିଧାୟକ ଶ୍ରୀ ସାହୁଙ୍କ ବିରୋଧରେ ଫୌଜଦାରୀ ମକଦ୍ଧମା ଋଜୁ କରିବାକୁ ନିର୍ଦେଶ ଦେଇଛନ୍ତି	0
୭୨ ଲ୍ୟାଣ୍ଡମାଇନ୍ସ ଜବତ	-1
ସେ୍ପାର୍ଟସ ଓ ଗେମ୍‍ସ ଲଭର୍ସ ଅଫ୍‍ ଓଡ଼ିଶାର ଘୋଷଣାକଟକ ତା୨୧ା୨ ନିପ୍ର ଓଡ଼ିଶାରେ କ୍ରୀଡ଼ାରେ ବିକାଶ ପାଇଁ ଅାଦୌ କୌଣସି ଅବଦାନ ରଖିନଥିବା କଳିଙ୍ଗସେନା ପକ୍ଷରୁ କଟକର ବାରବାଟୀ ଷ୍ଟାଡିୟମ୍‍ରେ ଅାୟୋଜିତ ଅାଇପିଏଲ୍‍ ମ୍ୟାଚ୍‍କୁ ଭଣ୍ଡୁର କରିବା ପାଇଁ ଧମକ ଦିଅାଯିବା ଦୁର୍ଭାଗ୍ୟଜନକ ବିଷୟ	-1
ଏହାସହ ଟେକ୍ସଟାଇଲ ପାର୍ଟ ଓ ଅନ୍ୟାନ୍ୟ ଶିଳ୍ପ ପ୍ରତିଷ୍ଠା କରାଯାଇ ଅଧିକ ନିଯୁକ୍ତି ସୃଷ୍ଟି କରାଯିବ ବୋଲି ଓଟିଏମ ବିଦୁ୍ୟତ୍‍କରଣକୁ ଉଦ୍‍ଘାଟନ କରି ରାଜ୍ୟସଭା ସାଂସଦ ପ୍ୟାରୀମୋହନ ମହାପାତ୍ର କହିଛନ୍ତି	0
ବାମହାତି ୈରନା ୬୩ଟି ବଲ୍‍ରୁ ୬ଟି ଚୌକା ଓ ଗୋଟିଏ ଛକା ବଳରେ ୫୮ରନ୍‍ କରିଥିଲେ	1
ପରେ ଜଷ୍ଟିନ୍‍ କେମ୍ପ୍‍ ୧୬ଟି ବଲ୍‍ରୁ ଗୋଟିଏ ଲେଖାଏଁ ଛକା ଓ ଚୌକା ସହ ୨୨ ରନ୍‍ କରିଥିଲେ ହେଁ ଓଡ଼ିଅା ବାମହାତି ସ୍ପିନର ପ୍ରଜ୍ଞାନ ଓଝା ତାଙ୍କୁ ଅାଉଟ କରିଥିଲେ	0
ଶତକ ହାସଲକରି ଅପରାଜିତ ରହିଥିବା ଜୋ ରୁଟ୍‍ ୧୮୦ ରନ୍‍ରେ ଅାଉଟ ହୋଇଥିଲେ	1
ମୁମ୍ବଇ ୧୦ା୫ ମହାରାଷ୍ଟ୍ରର ଲାଟୁର ଜିଲାର ଉଦଗିରରେ ରାଜ୍ୟ ପରିବହନ ନିଗମର ଏକ ବସ୍‍ରେ ବିସେ୍ଫାରଣ ଘଟିବାରୁ ୧୫ ଯାତ୍ରୀ ଅାହତ ହୋଇଛନ୍ତି	-1
ସଚିନ୍‍ ତେନ୍ଦୁଲକର ୬ଷ୍ଠ ଓ ବୀରେନ୍ଦ୍ର ସେହ୍ୱାଗ ଦିନିକିଅା ମାନ୍ୟତାର ୯ମ ସ୍ଥାନରେ ଅଛନ୍ତି	0
ଏହି ବିଜୟ ସହ ଓଡିଶା ଅାସନ୍ତା ଡିସେମ୍ବରରେ କୋଚିରେ ହେବାକୁ ଥିବା ୨୨ତମ ଜାତୀୟ ଦୃଷ୍ଟିହୀନ କ୍ରିକେଟ ପ୍ରତିଯୋଗିତାରେ ଅଂଶଗ୍ରହଣ କରିବା ଲାଗି ମନୋନୀତ ହୋଇଛି	0
ଅାତଙ୍କବାଦୀ ଅାକ୍ରମଣକୁ ଅସ୍ୱୀକାରଟେକ୍ସାସ ତା୧୮ା୨ ଏଜେନ୍ସି ୯୧୧ ଅାତଙ୍କବାଦୀ ଅାକ୍ରମଣ ଭଳି ଗୁରୁବାର ଅାମେରିକାର ଅଷ୍ଟିନ୍‍ସ୍ଥିତ ଟେକ୍ସାସ୍‍ ଫେେଡରାଲ ଟ୍ୟାକ୍ସ ଅଫିସଏଫଟିଓର ୭ ମହଲା ବିଶିଷ୍ଟ ଅଟ୍ଟାଳିକାରେ ଏକ ଶକ୍ତିଶାଳୀ ବିମାନ ଦୁର୍ଘଟଣା ଘଟିଛି	-1
ମୋ କ୍ରିକେଟ ଜୀବନର ଏହା ଶେ୍ରଷ୍ଠ ସମୟ ରୋହିତ	1
ସେଠାରୁ କାମସାରି ସେହି ଛକ ଉପରେ ଛିଡା ହୋଇ ଚା ପିଉଥିବା ବେେଳ ମୁସଲମାନ ସାହି ଅାଡୁ ପ୍ରକାଶ ଓ ତାଙ୍କର ଜଣେ ସହଯୋଗୀଙ୍କ ସହ ଜବତ ହୋଇଥିବା ବାଇକ୍‍ରେ ଅାସିଥିଲେ	0
ଅପରପକ୍ଷରେ କେହି ଦୁର୍ବୃତ୍ତ ଗତକାଲି ରାତିରେ ଅାବର୍ଜନା କୁଣ୍ଡ ନିକଟରେ ବୋମା ଲୁଚାଇ ରଖିଥିବା ସନେ୍ଦହ କରାଯାଉଛି	-1
ମଧ୍ୟକ୍ରମରେ ତିନିଟି ଗୁରୁତ୍ୱପୂଣ୍ର୍ଣ ୱିକେଟର ପତନ ବିଜୟ କିମ୍ବା ଅଜିଙ୍କ୍ୟ ରାହାଣେଙ୍କୁ ବିବ୍ରତ କରିନଥିଲା	1
୭ଏଜେନ୍ସିଭାରତୀୟ କ୍ରିକେଟ ଦଳର ଅଧିନାୟକ ମହେନ୍ଦ୍ର ସିଂହ ଧୋନିଙ୍କ ନିର୍ବନ୍ଧ ତାଙ୍କର ସ୍କୁଲ ବେଳର ସାଥି ସାକ୍ଷୀ ସିଂହ ରାୱତଙ୍କ ସହ ଶନିବାର ଡେରାଡୁନସ୍ଥିତ ଏକ ତାରକା ହୋଟେଲ ଭଗିରଥରେ ସମ୍ପନ୍ନ ହୋଇଥିବା ଜଣାପଡିଛି	1
ପ୍ରଶାନ୍ତଙ୍କ ମୁକ୍ତି ସମ୍ବାଦକୁ ଝାଡ଼ଖଣ୍ଡ ଗୃହ ସଚିବ ସ୍ୱୀକାର କରିଛନ୍ତି	1
୧୬ ତାରିଖରେ ଲେଖାନୁଦାନ ଉପରେ ଅାଲୋଚନା କରାଯାଇ ୧୭ ତାରିଖରେ ବିନିଯୋଗ ବିଲ ଗୃହିତ ହେବା କାର୍ଯ୍ୟକ୍ରମ ରହିଛି	0
ସୂଚନାଯୋଗ୍ୟ ଯେ ସେେପ୍ଟମ୍ବରରେ ଚମ୍ପିଅାନ୍ସ ଲିଗ୍‍ ଭାରତରେ ହେେଲ ବର୍ଷା ହେବାର ସମ୍ଭାବନା ରହିଥିବାରୁ ଏଥର ଚମ୍ପିଅାନ୍ସ ଲିଗ୍‍କୁ ବାହାର ଦେଶକୁ ନେବାକୁ ଟୁଣ୍ର୍ଣାମେଣ୍ଟର କମିଶନର ଲଲିତ ମୋଦି ସୂଚନା ଦେଇଥିଲେ	0
ଏହି ମାମଲାର ପରବତ୍ର୍ତୀ ଶୁଣାଣି ମାଚ୍ର୍ଚ ୧୭ ତାରିଖକୁ ଧାର୍ଯ୍ୟ କରାଯାଇଥିବା ଲେସ୍‍ଲୀଙ୍କ ଓକିଲ ସିଦ୍ଧାର୍ଥ ଦାସଙ୍କଠାରୁ ପ୍ରକାଶ	0
କଟକସଦରନିପ୍ର ସଦର ଥାନା ଅନ୍ତର୍ଗତ ବାଟପୁରଣ ଗ୍ରାମରେ ଏକ ଭଡା ଘରେ ରହୁଥିବା ଜଣେ ବ୍ୟକ୍ତିଙ୍କ ନାବାଳିକା କନ୍ୟାକୁ ଅଟୋ ଚଳାଉଥିବା ସେହି ଗ୍ରାମର ଦୀପକ ମହାନ୍ତି ନାମକ ଜଣେ ଯୁବକଙ୍କୁ ପୁଲିସ ଅପହରଣ ଅଭିଯୋଗରେ ଗିରଫ କରିଛି	-1
ଜବାବରେ ପଶ୍ଚିମବଙ୍ଗ ଦଳ ୨୦ ଓଭରରେ ୬ ଉଇକେଟ ହରାଇ ୧୨୫ରନ କରିବାକୁ ସକ୍ଷମ ହୋଇଥିଲା	1
ମନ୍ଦିର ନିର୍ମାଣ ପାଇଁ ମୁସଲମାନଙ୍କୁ ନିବେଦନ ଅଯୋଧ୍ୟା କରସେବକଙ୍କ ପ୍ରତି ଅପମାନ	-1
ଏ ଦୁହେଁ ରାଞ୍ଚିର ସାମିଲିସ୍ଥିତ ଡିଏଭି ସ୍କୁଲରେ ଏକାଠି ଅଧ୍ୟୟନ କରୁଥିଲେ	0
ତାଙ୍କ ମୁଣ୍ଡରେ ଗଭୀର ଅାଘାତ ଲାଗିଛି	-1
ମୁଁ ତାଙ୍କୁ କହିଥିଲି ପ୍ରଥମ ଇନିଂସରେ ସେ୍କାର କରିବା ପରେ ଦ୍ୱିତୀୟ ଇନିଂସ କଥା ତୁମେ ଭାବୁନାହଁ	0
ଜନପଥରୁ ପୁଣି କଟିବ ୬୮୯ଗଛ	0
ମୁମ୍ବଇ ତା୯ା୩ ଏଜେନ୍‍ସିକ୍ରିକେଟ ସୁପରଷ୍ଟାର ସଚିନ ତେନ୍ଦୁଲକର ହେଉଛନ୍ତି ଭାରତୀୟ କ୍ରୀଡ଼ା ଜଗତର ସବୁଠାରୁ ପ୍ରଭାବଶାଳୀ ବ୍ୟକ୍ତି	1
ପଲ୍ଲୀବାଣୀର ଅଧ୍ୟକ୍ଷ ଶ୍ରୀ ନାଥ ଫନୀ ମହାନ୍ତି ଜଣେ ସାଧାରଣ ଲୋକଙ୍କ କବି ପେ୍ରମର କବି ଜୀବନ ଓ ମୂଲ୍ୟବୋଧର କବି ବୋଲି ଦର୍ଶାଇଥିଲେ	0
ବେଦାନ୍ତ କମ୍ପାନୀ ଓଡିଶାରେ ଠିକ୍‍ କାର୍ଯ୍ୟ କରୁଛି	0
କଲକାତା ପକ୍ଷରୁ ବାଲାଜୀ ସେନାନାୟକେ ଓ କାଲିସ ଗୋଟିଏ ଲେଖାଏଁ ୱିକେଟ ଅକ୍ତିଅାର କରିଥିଲେ	0
ପରେ ରାତିରେ ପାଟେ୍ରାଲିଂ କରୁଥିବା ଏକ ପୁଲିସ ଟିମ୍‍ ଖୋଡ଼ାସିଙ୍ଗି ଗ୍ରାମ ଉପରେ ଚଢଉ କରିଥିଲେ	0
ଦିଲ୍ଲୀ ପକ୍ଷରୁ ଉମେଶ ଯାଦବ ୨ଟି ଓ ଭାନ୍‍ଡର ମରୱେ ଗୋଟିଏ ୱିକେଟ ଅକ୍ତିଅାର କରିଥିଲେ	0
ବତ୍ର୍ତମାନ ଦିନିକିଅା ମ୍ୟାଚ୍‍ରେ ୨ଟି ବଲ ବ୍ୟବହାର ହେବା ପରେ ଓପ୍‍ନିଂ ବ୍ୟାଟିଂ ଅାଉ ସହଜ ହୋଇ ରହିନାହିଁ	-1
ଅନ୍ଧ ବିଶ୍ୱାସର କରୁଣ ପରିଣତିସୁକିନ୍ଦା ତା୧୮ା୨ ନିପ୍ର ସୁକିନ୍ଦା ଥାନା ଇଚ୍ଛାପୁର ଗ୍ରାମର ଜଣେ ଅାଦିବାସୀ ଅନ୍ଧ ବିଶ୍ୱାସର ବଶବତ୍ର୍ତୀ ହୋଇ ସର୍ବଶକ୍ତିମାନ ହେବାର ନିଶାରେ ୮ବର୍ଷର ଶିଶୁକୁ ଏକ ଅାଶ୍ରମରେ ବଳି ଦେଇଥିବା ଘଟଣା ସୁକିନ୍ଦା ଅଞ୍ଚଳରେ ଚାଞ୍ଚଲ୍ୟ ଖେଳାଇଦେଇଛି	-1
